date,symbol,open,high,low,close,adjusted_close,volume,rate_1year,rate_3month,rate_10year,cpi_core,cpi_headline,ppi_final,gdp_growth,vix,unemployment,dividend_per_share,dividend_growth_pct,return_outlier_flag,volume_outlier_flag,daily_return,log_return,volatility_10d,volatility_21d,volatility_63d,vix_change,vix_jpm_corr_21d,vix_jpm_corr_63d,term_spread_10y_3m,rate_10y_momentum_5d,rate_3m_momentum_5d,rate_10y_momentum_21d,rate_3m_momentum_21d,dividend_growth_yoy,gdp_growth_rate_qoq
2021-12-29,JPM,158.85000610351562,159.6300048828125,158.14999389648438,158.55999755859375,141.3915557861328,6398900,0.38,0.05,1.55,285.18,280.845,132.26,21988.737,16.95,3.9,1.0,0.11111111111111116,False,False,-0.0005043731938806362,-0.0005045004328257296,0.19922347308690064,0.1990951114363726,0.19971528602308508,-0.033637400228050174,-0.49670668825879244,-0.4327933335542912,1.5,0.07000000000000006,-0.020000000000000004,0.030000000000000027,-0.009999999999999995,0.11111111111111116,0.01715755162822097
2021-12-30,JPM,159.11000061035156,160.24000549316406,158.3699951171875,158.47999572753906,141.3202362060547,6948200,0.38,0.05,1.52,285.18,280.845,132.26,21988.737,17.33,3.9,1.0,0.11111111111111116,False,False,-0.0005044118772269401,-0.0005045391356934712,0.19525076355796628,0.19228202157613744,0.19793718009070452,0.022418879056047114,-0.4410113711685703,-0.43243983488830146,1.47,0.06000000000000005,-0.03,0.09000000000000008,0.0,0.11111111111111116,0.01715755162822097
2021-12-31,JPM,158.4499969482422,159.2899932861328,157.9600067138672,158.35000610351562,141.204345703125,5805900,0.39,0.06,1.52,285.18,280.845,132.26,21988.737,17.22,3.9,1.0,0.11111111111111116,False,False,-0.0008200559667952412,-0.000820392396629683,0.17596635776027664,0.1911406599170879,0.1931842939854714,-0.006347374495095148,-0.43481584415225344,-0.42132756715465636,1.46,0.020000000000000018,-0.010000000000000009,0.09000000000000008,0.0,0.11111111111111116,0.0
2022-01-03,JPM,159.86000061035156,162.63999938964844,159.50999450683594,161.6999969482422,144.1916046142578,13120900,0.4,0.08,1.63,285.18,280.845,132.26,21988.737,16.6,3.9,1.0,0.11111111111111116,False,False,0.021155573479398226,0.020934901207948654,0.16178414789334392,0.19131191473744322,0.19799433650136042,-0.03600464576074314,-0.3769614815437863,-0.4223780837105185,1.5499999999999998,0.1499999999999999,0.020000000000000004,0.18999999999999995,0.03,0.11111111111111116,0.0
2022-01-04,JPM,164.30999755859375,168.5800018310547,164.22999572753906,167.8300018310547,149.65786743164062,20195800,0.38,0.08,1.66,285.18,280.845,132.26,21988.737,16.91,3.9,1.0,0.11111111111111116,True,False,0.037909716255715376,0.03720880240180161,0.19367965153442243,0.21859864314637653,0.20929511891789762,0.01867469879518069,-0.17227382372858233,-0.37704438999167406,1.5799999999999998,0.16999999999999993,0.020000000000000004,0.30999999999999983,0.020000000000000004,0.11111111111111116,0.0
2022-01-05,JPM,167.82000732421875,168.36000061035156,163.72999572753906,163.77999877929688,146.9217987060547,17539400,0.41,0.09,1.71,285.18,280.845,132.26,21988.737,19.73,3.9,1.0,0.0,False,False,-0.018282157647580344,-0.01845134149474451,0.23317206752059969,0.2278389681247812,0.2124365919941518,0.1667652276759315,-0.2628366161821953,-0.39843540114280634,1.6199999999999999,0.15999999999999992,0.039999999999999994,0.28,0.039999999999999994,0.11111111111111116,0.0
2022-01-06,JPM,166.91000366210938,167.3699951171875,163.8699951171875,165.52000427246094,148.48269653320312,14047500,0.45,0.1,1.73,285.18,280.845,132.26,21988.737,19.61,3.9,1.0,0.0,False,False,0.01062400434037225,0.010567966156785798,0.23436519080142526,0.22504264457868325,0.21315300039117163,-0.00608210846426771,-0.18644535699691245,-0.3943089373318752,1.63,0.20999999999999996,0.05,0.25,0.04000000000000001,0.11111111111111116,0.0
2022-01-07,JPM,165.6699981689453,167.52999877929688,165.05999755859375,167.16000366210938,149.953857421875,13913300,0.43,0.1,1.76,285.18,280.845,132.26,21988.737,18.76,3.9,1.0,0.0,False,False,0.00990796182330178,0.009859199793237178,0.23460949375117657,0.2220637473648876,0.21411803011040126,-0.043345232024477154,-0.26497585153046754,-0.3976198893557896,1.66,0.24,0.04000000000000001,0.24,0.03,0.11111111111111116,0.0
2022-01-10,JPM,169.07000732421875,169.30999755859375,165.52999877929688,167.32000732421875,150.09739685058594,12922500,0.46,0.13,1.78,285.18,280.845,132.26,21988.737,19.4,3.9,1.0,0.0,False,False,0.0009572239832891238,0.0009567661365633152,0.23637918790408574,0.22170429968120484,0.20980195209593444,0.03411513859275028,-0.2590359302236038,-0.39078969268350205,1.65,0.15000000000000013,0.05,0.29000000000000004,0.07,0.11111111111111116,0.0
2022-01-11,JPM,168.25999450683594,168.52000427246094,166.30999755859375,167.49000549316406,150.24989318847656,11854100,0.46,0.11,1.75,285.18,280.845,132.26,21988.737,18.41,3.9,1.0,0.0,False,False,0.0010159825625919439,0.001015466801614744,0.23735658117418737,0.22059405320579412,0.20919647128596036,-0.051030927835051476,-0.3212043392602952,-0.39260046575093643,1.64,0.09000000000000008,0.03,0.27,0.05,0.11111111111111116,0.0
